Date,Source_File,Entity_Type,Entity_ID,Activity_Name,Full_Description,Related_Project,Related_Milestone,Department,Priority,Category,Tags
2025-11-20,201125_PROCESSED.md,TSK,TSK-273,Import accounts to ENTITIES,Import accounts to ENTITIES,,,AI,High,Task,Entity System
2025-11-20,201125_PROCESSED.md,TSK,TSK-274,Create accounts microservice,Create accounts microservice,,,AI,High,Development,
2025-11-20,201125_PROCESSED.md,TSK,TSK-275,Bind gmails to tools,Bind gmails to tools,,,AI,High,Task,
2025-11-20,201125_PROCESSED.md,TSK,TSK-276,Integrate accounts into AI Catalog,Integrate accounts into AI Catalog,,,AI,High,Integration,
2025-11-20,201125_PROCESSED.md,TSK,TSK-277,Build user login system with gmail,Build user login system with gmail,,,AI,High,Development,
2025-11-20,201125_PROCESSED.md,TSK,TSK-278,Set up database for accounts,Set up database for accounts,,,AI,High,Task,
2025-11-20,201125_PROCESSED.md,TSK,TSK-279,Create reusable microservice template,Create reusable microservice template,,,AI,High,Development,
2025-11-20,201125_PROCESSED.md,TSK,TSK-280,Document departments folder architecture,Document departments folder architecture,,,AI,High,Documentation,
2025-11-20,201125_PROCESSED.md,TSK,TSK-281,Restore data processes pipelines,Restore data processes pipelines,,,AI,High,Task,
2025-11-20,201125_PROCESSED.md,TSK,TSK-282,Create clear file location guidance,Create clear file location guidance,,,AI,High,Development,
2025-11-20,201125_PROCESSED.md,TSK,TSK-283,Build progress count updating script,Build progress count updating script,,,AI,High,Development,
2025-11-20,201125_PROCESSED.md,TSK,TSK-284,Create tasks import guide,Create tasks import guide,,,AI,High,Development,
2025-11-20,201125_PROCESSED.md,TSK,TSK-285,Add dates to Activity 3,Add dates to Activity 3,,,AI,High,Task,
2025-11-20,201125_PROCESSED.md,TSK,TSK-286,Verify LG data in DropBox,Verify LG data in DropBox,,,AI,High,Testing,Dropbox
2025-11-20,201125_PROCESSED.md,TSK,TSK-287,Process items in IMPORTS folder,Process items in IMPORTS folder,,,AI,High,Task,
2025-11-20,201125_PROCESSED.md,TSK,TSK-288,Create list of reserved names in ENTITIES,Create list of reserved names in ENTITIES,,,AI,High,Development,Entity System
2025-11-20,201125_PROCESSED.md,TSK,TSK-289,Create list of videos to transcribe,Create list of videos to transcribe,,,AI,High,Development,
2025-11-20,201125_PROCESSED.md,TSK,TSK-290,Put video transcriptions into people tasks,Put video transcriptions into people tasks,,,AI,High,Task,
2025-11-20,201125_PROCESSED.md,TSK,TSK-291,Run prompts for video search,Run prompts for video search,,,AI,High,Task,
2025-11-20,201125_PROCESSED.md,TSK,TSK-292,Purchase Gemini Ultra on Admin account,Purchase Gemini Ultra on Admin account,,,AI,High,Task,AI Tools
2025-11-20,201125_PROCESSED.md,TSK,TSK-293,Create transcription execution list with IDs,Create transcription execution list with IDs,,,AI,High,Development,
2025-11-20,201125_PROCESSED.md,TSK,TSK-294,Build execution tracking system,Build execution tracking system,,,AI,High,Development,
2025-11-20,201125_PROCESSED.md,TSK,TSK-295,Create execution update guides,Create execution update guides,,,AI,High,Development,
2025-11-20,201125_PROCESSED.md,TSK,TSK-296,Define next milestone triggers (Data Population),Define next milestone triggers (Data Population),,,AI,High,Task,
2025-11-20,201125_PROCESSED.md,TSK,TSK-297,Create Content Entity,Create Content Entity,,,AI,High,Development,Entity System
2025-11-20,201125_PROCESSED.md,TSK,TSK-298,Create Content Department,Create Content Department,,,AI,High,Development,
2025-11-20,201125_PROCESSED.md,TSK,TSK-299,Integrate shifts management,Integrate shifts management,,,AI,High,Integration,
2025-11-20,201125_PROCESSED.md,TSK,TSK-300,Create shortcuts lesson/post,Create shortcuts lesson/post,,,AI,High,Development,
2025-11-20,201125_PROCESSED.md,TSK,TSK-301,Prepare list of researches for Entity: Researches,Prepare list of researches for Entity: Researches,,,AI,High,Research,Entity System
2025-11-20,201125_PROCESSED.md,TSK,TSK-302,Research YouTube videos for transcription,Research YouTube videos for transcription,,,AI,High,Research,
2025-11-20,201125_PROCESSED.md,TSK,TSK-303,Build automation posting,Build automation posting,,,AI,High,Development,
2025-11-20,201125_PROCESSED.md,TSK,TSK-304,Train AI to build research tasks for people,Train AI to build research tasks for people,,,AI,High,Development,
2025-11-20,201125_PROCESSED.md,TSK,TSK-305,List automations to learn or integrate,List automations to learn or integrate,,,AI,High,Integration,
2025-11-20,201125_PROCESSED.md,TSK,TSK-306,Task: Search for videos (template),Task: Search for videos (template),,,AI,High,Task,
2025-11-20,201125_PROCESSED.md,TSK,TSK-307,Hosting in Vercel (Dev account),Hosting in Vercel (Dev account),,,AI,High,Task,Vercel
2025-11-20,201125_PROCESSED.md,TSK,TSK-308,Automate library update,Automate library update,,,AI,High,Task,
2025-11-20,201125_PROCESSED.md,TSK,TSK-309,Canva download/integration,Canva download/integration,,,AI,High,Task,
2025-11-20,201125_PROCESSED.md,TSK,TSK-310,Create six must-have files list,Create six must-have files list,,,AI,High,Development,
2025-11-20,201125_PROCESSED.md,TSK,TSK-311,Design core documents,Design core documents,,,AI,High,Documentation,
2025-11-20,201125_PROCESSED.md,TSK,TSK-312,Create Pre-Sale candidate tracking system,Create Pre-Sale candidate tracking system,,,HR,High,Development,
2025-11-20,201125_PROCESSED.md,TSK,TSK-313,Add Ukandu Christopher to Pre-Sale list,Add Ukandu Christopher to Pre-Sale list,,,HR,High,Task,
2025-11-20,201125_PROCESSED.md,TSK,TSK-314,Sign contract with Borovik for client interview,Sign contract with Borovik for client interview,,,HR,High,Task,
2025-11-20,201125_PROCESSED.md,TSK,TSK-315,Prepare Borovik for tomorrow's client interview,Prepare Borovik for tomorrow's client interview,,,HR,High,Task,
2025-11-20,201125_PROCESSED.md,TSK,TSK-316,Create candidate warming system for hot list,Create candidate warming system for hot list,,,HR,High,Development,
2025-11-20,201125_PROCESSED.md,TSK,TSK-317,Document interview requirements checklist,Document interview requirements checklist,,,HR,High,Documentation,
2025-11-20,201125_PROCESSED.md,TSK,TSK-318,Create interview scoring rubric,Create interview scoring rubric,,,HR,High,Development,
2025-11-20,201125_PROCESSED.md,TSK,TSK-319,Follow up with Valeriia on trial terms,Follow up with Valeriia on trial terms,,,AI,High,Task,
2025-12-21,211225_PROCESSED.md,TSK,TSK-106,Find historical search queries file on Google Drive,Find historical search queries file on Google Drive,PRT-011,MLT-033,AI,High,Task,
2025-12-21,211225_PROCESSED.md,TSK,TSK-107,Reformat LinkedIn queries for Google Maps,Reformat LinkedIn queries for Google Maps,PRT-011,MLT-033,AI,High,Task,
2025-12-21,211225_PROCESSED.md,TSK,TSK-108,Create detailed prompt for query generation (Column H),Create detailed prompt for query generation (Column H),PRT-011,MLT-033,AI,High,Development,Prompts
2025-12-21,211225_PROCESSED.md,TSK,TSK-109,Build URL parsing script,Build URL parsing script,PRT-011,MLT-033,AI,High,Development,
2025-12-21,211225_PROCESSED.md,TSK,TSK-110,Extract company name from URLs,Extract company name from URLs,PRT-011,MLT-033,AI,High,Task,
2025-12-21,211225_PROCESSED.md,TSK,TSK-111,Connect scraper to CRM automation,Connect scraper to CRM automation,PRT-011,MLT-033,AI,High,Integration,CRM
2025-12-21,211225_PROCESSED.md,TSK,TSK-112,Implement duplicate checking against CRM,Implement duplicate checking against CRM,PRT-011,MLT-033,AI,High,Development,CRM
2025-12-21,211225_PROCESSED.md,TSK,TSK-113,Test scraping with 3-4 videos about Google Maps scraping,Test scraping with 3-4 videos about Google Maps scraping,PRT-011,MLT-033,AI,High,Testing,
2025-12-21,211225_PROCESSED.md,TSK,TSK-114,"Allocate 5 lead generators, 1-2 hours/day for Google Maps","Allocate 5 lead generators, 1-2 hours/day for Google Maps",PRT-011,MLT-033,AI,High,Task,
2025-12-21,211225_PROCESSED.md,TSK,TSK-115,Create attractive offer for leads (20 Google vs 5 LinkedIn),Create attractive offer for leads (20 Google vs 5 LinkedIn),PRT-011,MLT-033,AI,High,Development,
2025-12-21,211225_PROCESSED.md,TSK,TSK-116,Document scraping system (20% checkpoint),Document scraping system (20% checkpoint),PRT-012,MLT-039,AI,High,Documentation,
2025-12-21,211225_PROCESSED.md,TSK,TSK-117,Research world methodologies on Google Maps scraping,Research world methodologies on Google Maps scraping,PRT-012,MLT-039,AI,High,Research,
2025-12-21,211225_PROCESSED.md,TSK,TSK-118,Create guidelines for reviews scraping direction,Create guidelines for reviews scraping direction,PRT-012,MLT-039,AI,High,Development,
2025-12-21,211225_PROCESSED.md,TSK,TSK-119,Add source marking for Google Maps data,Add source marking for Google Maps data,PRT-012,MLT-039,AI,High,Task,
2025-12-21,211225_PROCESSED.md,TSK,TSK-120,Implement social media scraping,Implement social media scraping,PRT-012,MLT-039,AI,High,Development,
2025-12-21,211225_PROCESSED.md,TSK,TSK-121,Test review system with live data,Test review system with live data,PRT-012,MLT-039,AI,High,Research,
2025-12-21,211225_PROCESSED.md,TSK,TSK-122,Launch system with LGN team,Launch system with LGN team,PRT-012,MLT-039,AI,High,Task,
2025-12-21,211225_PROCESSED.md,TSK,TSK-123,Create Job Sites folder in ENTITIES/ACCOUNTS,Create Job Sites folder in ENTITIES/ACCOUNTS,PRT-013,MLT-039,AI,High,Development,Entity System
2025-12-21,211225_PROCESSED.md,TSK,TSK-124,Review other entities' taxonomy,Review other entities' taxonomy,PRT-013,MLT-039,AI,High,Research,"Taxonomy, Entity System"
2025-12-21,211225_PROCESSED.md,TSK,TSK-125,Build Job Sites entity structure,Build Job Sites entity structure,PRT-013,MLT-039,AI,High,Development,Entity System
2025-12-21,211225_PROCESSED.md,TSK,TSK-126,Create Master JSON for Job Sites,Create Master JSON for Job Sites,PRT-013,MLT-039,AI,High,Development,
2025-12-21,211225_PROCESSED.md,TSK,TSK-127,Document Job Sites entity,Document Job Sites entity,PRT-013,MLT-039,AI,High,Documentation,Entity System
2025-12-21,211225_PROCESSED.md,TSK,TSK-128,Deploy v1.0 to Vercel,Deploy v1.0 to Vercel,PRT-014,,AI,High,Task,Vercel
2025-12-21,211225_PROCESSED.md,TSK,TSK-129,Share dashboard access with all departments,Share dashboard access with all departments,PRT-014,,AI,High,Task,Dashboard
2025-12-21,211225_PROCESSED.md,TSK,TSK-130,Fix white text display,Fix white text display,PRT-014,,AI,High,Maintenance,
2025-12-21,211225_PROCESSED.md,TSK,TSK-131,Add tool filtering feature,Add tool filtering feature,PRT-014,,AI,High,Task,
2025-12-21,211225_PROCESSED.md,TSK,TSK-132,Implement user login tracking,Implement user login tracking,PRT-014,,AI,High,Development,
2025-12-21,211225_PROCESSED.md,TSK,TSK-133,Create user assignment system,Create user assignment system,PRT-014,,AI,High,Development,
2025-12-21,211225_PROCESSED.md,TSK,TSK-134,Integrate UI Kit from Eleanor's work,Integrate UI Kit from Eleanor's work,PRT-014,,AI,High,Design,
2025-12-21,211225_PROCESSED.md,TSK,TSK-135,Add calendar feature,Add calendar feature,PRT-014,,AI,High,Task,
2025-12-21,211225_PROCESSED.md,TSK,TSK-136,Build API for dashboard data,Build API for dashboard data,PRT-014,,AI,High,Development,Dashboard
2025-12-21,211225_PROCESSED.md,TSK,TSK-137,Integrate with LibDev catalog,Integrate with LibDev catalog,PRT-014,,AI,High,Integration,
2025-12-21,211225_PROCESSED.md,TSK,TSK-138,Document dashboard usage,Document dashboard usage,PRT-014,,AI,High,Documentation,Dashboard
2025-12-21,211225_PROCESSED.md,TSK,TSK-139,Create employee training materials,Create employee training materials,PRT-014,,AI,High,Development,
2025-12-21,211225_PROCESSED.md,TSK,TSK-140,Teach Vilhelm video parsing workflow,Teach Vilhelm video parsing workflow,PRT-015,,Video,High,Task,
2025-12-21,211225_PROCESSED.md,TSK,TSK-141,Set up Vilhelm's VS Code with Claude Extension,Set up Vilhelm's VS Code with Claude Extension,PRT-015,,Video,High,Task,"VS Code, Claude"
2025-12-21,211225_PROCESSED.md,TSK,TSK-142,Configure Vilhelm's key bindings,Configure Vilhelm's key bindings,PRT-015,,Video,High,Task,
2025-12-21,211225_PROCESSED.md,TSK,TSK-143,Introduce Vilhelm to ENTITIES structure,Introduce Vilhelm to ENTITIES structure,PRT-015,,Video,High,Task,Entity System
2025-12-21,211225_PROCESSED.md,TSK,TSK-144,Assign Vilhelm accounts with limits,Assign Vilhelm accounts with limits,PRT-015,,Video,High,Task,
2025-12-21,211225_PROCESSED.md,TSK,TSK-145,Vilhelm: Research YouTube channels on Google Maps scraping,Vilhelm: Research YouTube channels on Google Maps scraping,PRT-015,,Video,High,Research,
2025-12-21,211225_PROCESSED.md,TSK,TSK-146,Vilhelm: Parse 3-4 videos by Monday,Vilhelm: Parse 3-4 videos by Monday,PRT-015,,AI,High,Task,
2025-12-21,211225_PROCESSED.md,TSK,TSK-147,"Vilhelm: Create ""Deep Research"" task","Vilhelm: Create ""Deep Research"" task",PRT-015,,AI,High,Development,
2025-12-21,211225_PROCESSED.md,TSK,TSK-148,Vilhelm: Check Online Academy for Deep Research content,Vilhelm: Check Online Academy for Deep Research content,PRT-015,,AI,High,Research,
2025-12-21,211225_PROCESSED.md,TSK,TSK-149,Vilhelm: Integrate prompts into ENTITIES ecosystem,Vilhelm: Integrate prompts into ENTITIES ecosystem,PRT-015,,AI,High,Integration,Entity System
2025-12-21,211225_PROCESSED.md,TSK,TSK-150,Document current AI tools tracking system,Document current AI tools tracking system,PRT-016,,AI,High,Documentation,AI Tools
2025-12-21,211225_PROCESSED.md,TSK,TSK-151,Add user assignment field to accounts,Add user assignment field to accounts,PRT-016,,AI,High,Task,
2025-12-21,211225_PROCESSED.md,TSK,TSK-152,Implement login session tracking,Implement login session tracking,PRT-016,,AI,High,Development,
2025-12-21,211225_PROCESSED.md,TSK,TSK-153,Create token usage alerts,Create token usage alerts,PRT-016,,AI,High,Development,
2025-12-21,211225_PROCESSED.md,TSK,TSK-154,Purchase additional AI tool accounts,Purchase additional AI tool accounts,PRT-016,,AI,High,Task,AI Tools
2025-12-21,211225_PROCESSED.md,TSK,TSK-155,Sync Dropbox Tools to libdev.com,Sync Dropbox Tools to libdev.com,PRT-016,,AI,High,Integration,Dropbox
2025-12-21,211225_PROCESSED.md,TSK,TSK-156,Build account rotation recommendations,Build account rotation recommendations,PRT-016,,AI,High,Development,
2025-12-21,211225_PROCESSED.md,TSK,TSK-157,Design single task page layout,Design single task page layout,PRT-017,,AI,High,Design,
2025-12-21,211225_PROCESSED.md,TSK,TSK-158,Create prompt for task page generation,Create prompt for task page generation,PRT-017,,AI,High,Development,Prompts
2025-12-21,211225_PROCESSED.md,TSK,TSK-159,Build HTML template for single task,Build HTML template for single task,PRT-017,,AI,High,Development,
2025-12-21,211225_PROCESSED.md,TSK,TSK-160,Test with Deep Research task,Test with Deep Research task,PRT-017,,AI,High,Research,
2025-12-21,211225_PROCESSED.md,TSK,TSK-161,Create research queue/line system,Create research queue/line system,PRT-017,,AI,High,Development,
2025-12-21,211225_PROCESSED.md,TSK,TSK-162,Integrate with TASK_MANAGERS data,Integrate with TASK_MANAGERS data,PRT-017,,AI,High,Integration,
2025-12-21,211225_PROCESSED.md,TSK,TSK-163,Create CONTENT entity folder,Create CONTENT entity folder,,,AI,High,Development,Entity System
2025-12-21,211225_PROCESSED.md,TSK,TSK-164,Define CONTENT entity taxonomy,Define CONTENT entity taxonomy,,,AI,High,Task,"Taxonomy, Entity System"
2025-12-21,211225_PROCESSED.md,TSK,TSK-165,Create Master CSV for CONTENT,Create Master CSV for CONTENT,,,AI,High,Development,
2025-12-21,211225_PROCESSED.md,TSK,TSK-166,Populate with existing tutorials,Populate with existing tutorials,,,AI,High,Task,
2025-12-21,211225_PROCESSED.md,TSK,TSK-167,Research Figma AI tutorial videos,Research Figma AI tutorial videos,,,AI,High,Research,
2025-12-21,211225_PROCESSED.md,TSK,TSK-168,Build video catalog app,Build video catalog app,,,AI,High,Development,
2025-12-21,211225_PROCESSED.md,TSK,TSK-169,Implement clickable timestamps,Implement clickable timestamps,,,AI,High,Development,
2025-12-21,211225_PROCESSED.md,TSK,TSK-170,Create minimum parse list,Create minimum parse list,,,AI,High,Development,
2025-12-21,211225_PROCESSED.md,TSK,TSK-171,Review current video processing taxonomy,Review current video processing taxonomy,,,AI,High,Research,Taxonomy
2025-12-21,211225_PROCESSED.md,TSK,TSK-172,Identify taxonomy improvements,Identify taxonomy improvements,,,AI,High,Task,Taxonomy
2025-12-21,211225_PROCESSED.md,TSK,TSK-173,Implement taxonomy upgrades,Implement taxonomy upgrades,,,AI,High,Development,Taxonomy
2025-12-21,211225_PROCESSED.md,TSK,TSK-174,Document video editor processed works,Document video editor processed works,,,Video,High,Documentation,
2025-12-21,211225_PROCESSED.md,TSK,TSK-175,Define Google Drive storage locations,Define Google Drive storage locations,,,Video,High,Task,
2025-12-21,211225_PROCESSED.md,TSK,TSK-176,Research Gravity AI tool capabilities,Research Gravity AI tool capabilities,,,AI,High,Research,AI Tools
2025-12-21,211225_PROCESSED.md,TSK,TSK-177,Integrate Responsibilities into LBS taxonomy,Integrate Responsibilities into LBS taxonomy,,,AI,High,Integration,Taxonomy
2025-12-21,211225_PROCESSED.md,TSK,TSK-178,Document Gravity integration,Document Gravity integration,,,AI,High,Documentation,
2025-12-21,211225_PROCESSED.md,TSK,TSK-179,Prepare shifts management system,Prepare shifts management system,,,AI,High,Task,
2025-12-21,211225_PROCESSED.md,TSK,TSK-180,Document schedule management techniques,Document schedule management techniques,,,AI,High,Documentation,
2025-12-21,211225_PROCESSED.md,TSK,TSK-181,Connect research to posting schedule,Connect research to posting schedule,,,AI,High,Research,
2025-12-21,211225_PROCESSED.md,TSK,TSK-182,Create BUSINESSES entity folder,Create BUSINESSES entity folder,,,AI,High,Development,Entity System
2025-12-21,211225_PROCESSED.md,TSK,TSK-183,Define BUSINESSES entity taxonomy,Define BUSINESSES entity taxonomy,,,AI,High,Task,"Taxonomy, Entity System"
2025-12-21,211225_PROCESSED.md,TSK,TSK-184,Document client interview process,Document client interview process,,,AI,High,Documentation,
2025-12-21,211225_PROCESSED.md,TSK,TSK-185,Track Friday client scheduling,Track Friday client scheduling,,,AI,High,Task,
2025-12-21,211225_PROCESSED.md,TSK,TSK-186,Store interview recordings/notes,Store interview recordings/notes,,,AI,High,Task,
2025-12-21,211225_PROCESSED.md,TSK,TSK-187,Define profession categories,Define profession categories,,,AI,High,Task,
2025-12-21,211225_PROCESSED.md,TSK,TSK-188,Populate tutorials per profession,Populate tutorials per profession,,,AI,High,Task,
2025-12-21,211225_PROCESSED.md,TSK,TSK-189,Create guidelines per profession,Create guidelines per profession,,,AI,High,Development,
2025-12-21,211225_PROCESSED.md,TSK,TSK-190,Build AI assistant framework,Build AI assistant framework,,,AI,High,Development,
2025-12-21,211225_PROCESSED.md,TSK,TSK-191,Design InnerClient concept,Design InnerClient concept,,,AI,High,Design,
2025-12-21,211225_PROCESSED.md,TSK,TSK-192,Define pricing per profession,Define pricing per profession,,,AI,High,Task,
2025-12-21,211225_PROCESSED.md,TSK,TSK-193,Create UI for InnerClient system,Create UI for InnerClient system,,,AI,High,Development,
2025-12-21,211225_PROCESSED.md,TSK,TSK-194,Set up human curation process,Set up human curation process,,,AI,High,Task,
2025-12-21,211225_PROCESSED.md,TSK,TSK-195,Sync Dropbox Tools library to libdev.com,Sync Dropbox Tools library to libdev.com,,,AI,High,Integration,Dropbox
2025-12-21,211225_PROCESSED.md,TSK,TSK-196,Research Dropbox API synchronization,Research Dropbox API synchronization,,,AI,High,Research,Dropbox
2025-12-21,211225_PROCESSED.md,TSK,TSK-197,Build manual sync script (fallback),Build manual sync script (fallback),,,AI,High,Development,
2025-12-21,211225_PROCESSED.md,TSK,TSK-198,Create knowledge gap identification process,Create knowledge gap identification process,,,AI,High,Development,
2025-12-21,211225_PROCESSED.md,TSK,TSK-199,Implement Read/Write/Save reminder system,Implement Read/Write/Save reminder system,,,AI,High,Development,
2025-12-21,211225_PROCESSED.md,TSK,TSK-200,Monday call at 9 AM,Monday call at 9 AM,,,Design,High,Task,
2025-12-21,211225_PROCESSED.md,TSK,TSK-201,Vilhelm + Yulya: Collect designer works,Vilhelm + Yulya: Collect designer works,,,Design,High,Design,
2025-12-21,211225_PROCESSED.md,TSK,TSK-202,Implement designer work storage in Dropbox,Implement designer work storage in Dropbox,,,Design,High,Development,Dropbox
2025-12-21,211225_PROCESSED.md,TSK,TSK-203,Document Monday progress,Document Monday progress,,,Design,High,Documentation,
2025-12-21,211225_PROCESSED.md,TSK,TSK-204,Create plans for next stage,Create plans for next stage,,,Design,High,Development,
2025-12-21,211225_PROCESSED.md,TSK,TSK-205,Review all designer portfolios,Review all designer portfolios,,,AI,High,Research,
2025-12-21,211225_PROCESSED.md,TSK,TSK-206,Mandate Dropbox work storage for designers,Mandate Dropbox work storage for designers,,,AI,High,Design,Dropbox
2025-12-21,211225_PROCESSED.md,TSK,TSK-207,Create daily work documentation requirement,Create daily work documentation requirement,,,AI,High,Development,
2025-12-21,211225_PROCESSED.md,TSK,TSK-208,Diversify designer portfolios,Diversify designer portfolios,,,AI,High,Design,
2025-12-21,211225_PROCESSED.md,TSK,TSK-209,Build case studies library,Build case studies library,,,AI,High,Development,
2025-12-21,211225_PROCESSED.md,TSK,TSK-210,Train designers on AI tools,Train designers on AI tools,,,AI,High,Design,AI Tools
2025-12-21,211225_PROCESSED.md,TSK,TSK-211,Design financial framework structure,Design financial framework structure,,,AI,High,Design,
2025-12-21,211225_PROCESSED.md,TSK,TSK-212,Create data sets for financial wiki,Create data sets for financial wiki,,,AI,High,Development,
2025-12-21,211225_PROCESSED.md,TSK,TSK-213,Document calculation sources,Document calculation sources,,,AI,High,Documentation,
2025-12-21,211225_PROCESSED.md,TSK,TSK-214,Collect employee profiles for Talents,Collect employee profiles for Talents,,,AI,High,Task,
2025-12-21,211225_PROCESSED.md,TSK,TSK-215,Create modified public profiles,Create modified public profiles,,,AI,High,Development,
2025-12-21,211225_PROCESSED.md,TSK,TSK-216,Implement log files in every entity folder,Implement log files in every entity folder,,,AI,High,Development,Entity System
2025-12-21,211225_PROCESSED.md,TSK,TSK-217,Create main researchers' log,Create main researchers' log,,,AI,High,Development,
2025-12-21,211225_PROCESSED.md,TSK,TSK-218,Build structured guidelines for manual assignment,Build structured guidelines for manual assignment,,,AI,High,Development,
2025-12-21,211225_PROCESSED.md,TSK,TSK-219,Create step-by-step documentation templates,Create step-by-step documentation templates,,,AI,High,Development,
2025-12-21,211225_PROCESSED.md,TSK,TSK-220,Identify department data gaps,Identify department data gaps,,,AI,High,Task,
2025-12-21,211225_PROCESSED.md,TSK,TSK-221,Create TODO file system,Create TODO file system,,,AI,High,Development,
2025-12-21,211225_PROCESSED.md,TSK,TSK-222,Build AI prompt for task distribution,Build AI prompt for task distribution,,,AI,High,Development,Prompts
2025-12-21,211225_PROCESSED.md,TSK,TSK-223,Implement daily TODO generation,Implement daily TODO generation,,,AI,High,Development,
2025-12-21,211225_PROCESSED.md,TSK,TSK-224,Document transcription best practices,Document transcription best practices,,,AI,High,Documentation,
2025-12-21,211225_PROCESSED.md,TSK,TSK-225,Improve dictation-to-entity workflow,Improve dictation-to-entity workflow,,,AI,High,Task,Entity System
2025-12-21,211225_PROCESSED.md,TSK,TSK-226,Fix unpredictable save locations,Fix unpredictable save locations,,,AI,High,Maintenance,
2025-12-21,211225_PROCESSED.md,TSK,TSK-227,Standardize report storage paths,Standardize report storage paths,,,AI,High,Task,
2025-12-21,211225_PROCESSED.md,TSK,TSK-228,Document report generation process,Document report generation process,,,AI,High,Documentation,
2025-12-21,211225_PROCESSED.md,TSK,TSK-229,Create attendance_dashboard asset,Create attendance_dashboard asset,,,Development,High,Development,
2025-12-21,211225_PROCESSED.md,TSK,TSK-230,Write README with all links,Write README with all links,,,Development,High,Documentation,
2025-12-21,211225_PROCESSED.md,TSK,TSK-231,Set up version tracking,Set up version tracking,,,Development,High,Task,
2025-12-21,211225_PROCESSED.md,TSK,TSK-232,Document design updates log,Document design updates log,,,Development,High,Documentation,
2025-11-22,221125_PROCESSED.md,TSK,TSK-030,Interviews Lists to MD Files,Interviews Lists to MD Files,,MLT-022,AI,High,Task,
2025-11-22,221125_PROCESSED.md,TSK,TSK-031,Clear Lists of Candidates Sources,Clear Lists of Candidates Sources,,MLT-022,HR,High,Task,
2025-11-22,221125_PROCESSED.md,TSK,TSK-032,HR Onboarding preparation,HR Onboarding preparation,,MLT-022,HR,High,Task,
2025-11-22,221125_PROCESSED.md,TSK,TSK-033,Integrate Individual Employee Testing,Integrate Individual Employee Testing,,MLT-022,HR,High,Integration,
2025-11-22,221125_PROCESSED.md,TSK,TSK-034,Discord Bot notifications,Discord Bot notifications,,MLT-022,HR,High,Task,Discord
2025-11-22,221125_PROCESSED.md,TSK,TSK-035,Expand Industries,Expand Industries,,MLT-022,AI,High,Task,
2025-11-22,221125_PROCESSED.md,TSK,TSK-036,LG Message Templates,LG Message Templates,,MLT-022,AI,High,Task,
2025-11-22,221125_PROCESSED.md,TSK,TSK-037,Prospects Architecture Improvement,Prospects Architecture Improvement,PRT-009,MLT-022,AI,High,Task,
2025-11-22,221125_PROCESSED.md,TSK,TSK-038,Feed database: 300 new leads daily,Feed database: 300 new leads daily,PRT-009,MLT-022,AI,High,Task,
2025-11-22,221125_PROCESSED.md,TSK,TSK-039,Populate leads with classifications,Populate leads with classifications,PRT-009,MLT-022,AI,High,Task,
2025-11-22,221125_PROCESSED.md,TSK,TSK-040,Target audience analysis,Target audience analysis,PRT-009,MLT-022,AI,High,Task,
2025-11-22,221125_PROCESSED.md,TSK,TSK-041,Extract/analyze LG conversations,Extract/analyze LG conversations,PRT-009,MLT-022,AI,High,Research,
2025-11-22,221125_PROCESSED.md,TSK,TSK-042,Build look-alike auditory,Build look-alike auditory,PRT-009,MLT-022,AI,High,Development,
2025-11-22,221125_PROCESSED.md,TSK,TSK-043,Testing Individual Scraping Techniques,Testing Individual Scraping Techniques,,MLT-022,AI,High,Testing,
2025-11-22,221125_PROCESSED.md,TSK,TSK-044,LG Department Core Principles Doc,LG Department Core Principles Doc,,MLT-022,AI,High,Task,
2025-11-22,221125_PROCESSED.md,TSK,TSK-045,Obligatory: Save 5 Templates + Screenshot,Obligatory: Save 5 Templates + Screenshot,,MLT-022,AI,High,Task,
2025-11-22,221125_PROCESSED.md,TSK,TSK-046,Sales Email Templates,Sales Email Templates,,,AI,High,Task,
2025-11-22,221125_PROCESSED.md,TSK,TSK-047,Connect to Google Calendar,Connect to Google Calendar,,,AI,High,Integration,
2025-11-22,221125_PROCESSED.md,TSK,TSK-048,Scrape Event Metadata,Scrape Event Metadata,,,AI,High,Task,
2025-11-22,221125_PROCESSED.md,TSK,TSK-049,Populate Business Entity from Sales,Populate Business Entity from Sales,PRT-010,,AI,High,Task,Entity System
2025-11-22,221125_PROCESSED.md,TSK,TSK-050,Get CRM Data on Daily LeadGen Cards,Get CRM Data on Daily LeadGen Cards,,,AI,High,Task,CRM
2025-11-22,221125_PROCESSED.md,TSK,TSK-051,Learning Flow Step-by-Step Development,Learning Flow Step-by-Step Development,,,Development,High,Development,
2025-11-22,221125_PROCESSED.md,TSK,TSK-052,Track Task Completions via Microservices,Track Task Completions via Microservices,,,Development,High,Task,
2025-11-22,221125_PROCESSED.md,TSK,TSK-053,Synchronize Libs with Online Academy,Synchronize Libs with Online Academy,,,Development,High,Integration,
2025-11-22,221125_PROCESSED.md,TSK,TSK-054,Connect Task Managers to Libs,Connect Task Managers to Libs,,,Development,High,Integration,
2025-11-22,221125_PROCESSED.md,TSK,TSK-055,Task Manager Dashboard with Database,Task Manager Dashboard with Database,,,Development,High,Task,Dashboard
2025-11-22,221125_PROCESSED.md,TSK,TSK-056,n8n Image Generation Guide,n8n Image Generation Guide,,,Development,High,Design,n8n
2025-11-22,221125_PROCESSED.md,TSK,TSK-057,Frontend OAuth Implementation,Frontend OAuth Implementation,,,AI,High,Development,
