task_template_id,task_name,department,category,priority,complexity,estimated_duration,business_impact,quick_win,matched_template,assigned_to,original_id,filename
TST-213,Document calculation sources,AID,Documentation,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-213,TST-213_Document_calculation_sources.json
TST-214,Collect employee profiles for Talents,HRM,Task,High,Medium,2-3 hours (one-time setup),Medium,False,CUSTOM,TBD,TSK-214,TST-214_Collect_employee_profiles_for_Talents.json
TST-215,Create modified public profiles,AID,Development,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-215,TST-215_Create_modified_public_profiles.json
TST-216,Implement log files in every entity folder,AID,Development,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-216,TST-216_Implement_log_files_in_every_entity_folder.json
TST-217,Create main researchers' log,AID,Development,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-217,TST-217_Create_main_researchers'_log.json
TST-218,Build structured guidelines for manual assignment,DGN,Development,High,Medium,20-30 minutes,Medium,False,CUSTOM,TBD,TSK-218,TST-218_Build_structured_guidelines_for_manual_assignment.json
TST-219,Create step-by-step documentation templates,AID,Development,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-219,TST-219_Create_step-by-step_documentation_templates.json
TST-220,Identify department data gaps,AID,Task,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-220,TST-220_Identify_department_data_gaps.json
TST-221,Create TODO file system,AID,Development,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-221,TST-221_Create_TODO_file_system.json
TST-222,Build AI prompt for task distribution,DGN,Development,High,Medium,20-30 minutes,Medium,False,CUSTOM,TBD,TSK-222,TST-222_Build_AI_prompt_for_task_distribution.json
TST-223,Implement daily TODO generation,AID,Development,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-223,TST-223_Implement_daily_TODO_generation.json
TST-224,Document transcription best practices,VID,Documentation,High,Medium,6-9 hours (4-6 hours research + 2-3 hours documentation),Medium,False,CUSTOM,TBD,TSK-224,TST-224_Document_transcription_best_practices.json
TST-225,Improve dictation-to-entity workflow,AID,Task,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-225,TST-225_Improve_dictation-to-entity_workflow.json
TST-226,Fix unpredictable save locations,AID,Maintenance,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-226,TST-226_Fix_unpredictable_save_locations.json
TST-227,Standardize report storage paths,AID,Task,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-227,TST-227_Standardize_report_storage_paths.json
TST-228,Document report generation process,AID,Documentation,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-228,TST-228_Document_report_generation_process.json
TST-229,Create attendance_dashboard asset,HRM,Development,High,Medium,2-3 hours,Medium,False,CUSTOM,TBD,TSK-229,TST-229_Create_attendance_dashboard_asset.json
TST-230,Write README with all links,DEV,Documentation,High,Medium,6-9 hours (4-6 hours research + 2-3 hours documentation),Medium,False,CUSTOM,TBD,TSK-230,TST-230_Write_README_with_all_links.json
TST-231,Set up version tracking,DEV,Task,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-231,TST-231_Set_up_version_tracking.json
TST-232,Document design updates log,DGN,Documentation,High,Medium,2 hours (45 min organization + 45 min documentation + 30 min updates),Medium,False,CUSTOM,TBD,TSK-232,TST-232_Document_design_updates_log.json
TST-233,Create department-specific daily analysis prompts,AID,Development,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-233,TST-233_Create_department-specific_daily_analysis_prompts.json
TST-234,Build starting point reference guides,DGN,Development,High,Medium,20-30 minutes,Medium,False,CUSTOM,TBD,TSK-234,TST-234_Build_starting_point_reference_guides.json
TST-235,Iterate prompts for better report quality,AID,Task,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-235,TST-235_Iterate_prompts_for_better_report_quality.json
TST-236,Process tutorials from Department DropBox,AID,Task,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-236,TST-236_Process_tutorials_from_Department_DropBox.json
TST-237,Find and download Google Drive guides in Markdown,DGN,Design,High,Medium,20-30 minutes,Medium,False,CUSTOM,TBD,TSK-237,TST-237_Find_and_download_Google_Drive_guides_in_Markdown.json
TST-238,Export and process from Online Academy,AID,Task,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-238,TST-238_Export_and_process_from_Online_Academy.json
TST-239,Create REPORTS folder in ENTITIES,AID,Development,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-239,TST-239_Create_REPORTS_folder_in_ENTITIES.json
TST-240,Add taxonomy for REPORTS entity,AID,Task,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-240,TST-240_Add_taxonomy_for_REPORTS_entity.json
TST-241,Integrate IDS system (RPT-###),AID,Integration,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-241,TST-241_Integrate_IDS_system_(RPT-###).json
TST-242,Import example reports,AID,Task,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-242,TST-242_Import_example_reports.json
TST-243,Create report classification system,AID,Development,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-243,TST-243_Create_report_classification_system.json
TST-244,Update master taxonomy,FIN,Task,High,Medium,3 hours (45 min requirements + 1.5 hours design + 45 min testing),Medium,False,CUSTOM,TBD,TSK-244,TST-244_Update_master_taxonomy.json
TST-245,Create Tasks folder in Dailies,AID,Development,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-245,TST-245_Create_Tasks_folder_in_Dailies.json
TST-246,Create Plans folder in Dailies,AID,Development,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-246,TST-246_Create_Plans_folder_in_Dailies.json
TST-247,Add employee identification system,HRM,Task,High,Medium,1.5-2 hours,Medium,False,CUSTOM,TBD,TSK-247,TST-247_Add_employee_identification_system.json
TST-248,Cross-reference Task Manager with Online Academy,AID,Task,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-248,TST-248_Cross-reference_Task_Manager_with_Online_Academy.json
TST-249,Store Online Academy links in guides,DGN,Design,High,Medium,20-30 minutes,Medium,False,CUSTOM,TBD,TSK-249,TST-249_Store_Online_Academy_links_in_guides.json
TST-250,Add IDs to Online Academy content,SMM,Task,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-250,TST-250_Add_IDs_to_Online_Academy_content.json
TST-251,Apply taxonomy to Academy structure,FIN,Task,High,Medium,3 hours (45 min requirements + 1.5 hours design + 45 min testing),Medium,False,CUSTOM,TBD,TSK-251,TST-251_Apply_taxonomy_to_Academy_structure.json
TST-252,Create detailed onboarding tasks with steps,HRM,Development,High,Medium,2-3 hours,Medium,False,CUSTOM,TBD,TSK-252,TST-252_Create_detailed_onboarding_tasks_with_steps.json
TST-253,Build progress tracking via task IDs in reports,DGN,Development,High,Medium,20-30 minutes,Medium,False,CUSTOM,TBD,TSK-253,TST-253_Build_progress_tracking_via_task_IDs_in_reports.json
TST-254,Create data flow clarification project,AID,Development,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-254,TST-254_Create_data_flow_clarification_project.json
TST-255,Run methodologies skill-up project research,AID,Research,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-255,TST-255_Run_methodologies_skill-up_project_research.json
TST-256,Create VS Code instruction tutorials,AID,Development,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-256,TST-256_Create_VS_Code_instruction_tutorials.json
TST-257,Implement logging to LOG folder during data population,AID,Development,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-257,TST-257_Implement_logging_to_LOG_folder_during_data_population.json
TST-258,Implement TSM-### ID system,AID,Development,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-258,TST-258_Implement_TSM-###_ID_system.json
TST-259,Create TSM-001_Project_Template,AID,Development,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-259,TST-259_Create_TSM-001_Project_Template.json
TST-260,Document data import flows,AID,Documentation,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-260,TST-260_Document_data_import_flows.json
TST-261,Define structured vs unstructured data handling,AID,Task,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-261,TST-261_Define_structured_vs_unstructured_data_handling.json
TST-262,"Create input type taxonomy (Research, Video, etc.)",FIN,Development,High,Medium,3 hours (45 min requirements + 1.5 hours design + 45 min testing),Medium,False,CUSTOM,TBD,TSK-262,"TST-262_Create_input_type_taxonomy_(Research,_Video,_etc.).json"
TST-263,Create employee TODO file system,HRM,Development,High,Medium,1.5-2 hours,Medium,False,CUSTOM,TBD,TSK-263,TST-263_Create_employee_TODO_file_system.json
TST-264,Write learning materials generation guide,DGN,Documentation,High,Medium,2 hours (45 min organization + 45 min documentation + 30 min updates),Medium,False,CUSTOM,TBD,TSK-264,TST-264_Write_learning_materials_generation_guide.json
TST-265,"Enforce ""prompt-first"" rule",AID,Task,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-265,TST-265_Enforce_prompt-first_rule.json
TST-266,Create taxonomy introduction materials,FIN,Development,High,Medium,3 hours (45 min requirements + 1.5 hours design + 45 min testing),Medium,False,CUSTOM,TBD,TSK-266,TST-266_Create_taxonomy_introduction_materials.json
TST-267,Update daily review prompts,AID,Research,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-267,TST-267_Update_daily_review_prompts.json
TST-268,Locate all department prompts in Nov25 folders,AID,Task,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-268,TST-268_Locate_all_department_prompts_in_Nov25_folders.json
TST-269,Consolidate prompts to ENTITIES/PROMPTS,AID,Task,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-269,TST-269_Consolidate_prompts_to_ENTITIESPROMPTS.json
TST-270,Create data import scripts,AID,Development,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-270,TST-270_Create_data_import_scripts.json
TST-271,Research AirTable integration options,DEV,Research,High,Medium,6-9 hours (4-6 hours research + 2-3 hours documentation),Medium,False,CUSTOM,TBD,TSK-271,TST-271_Research_AirTable_integration_options.json
TST-272,Design Task Manager choice/selection system,AID,Design,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-272,TST-272_Design_Task_Manager_choiceselection_system.json
TST-273,Import accounts to ENTITIES,AID,Task,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-273,TST-273_Import_accounts_to_ENTITIES.json
TST-274,Create accounts microservice,SLS,Development,High,Medium,4-5 hours for 50 emails,Medium,False,CUSTOM,TBD,TSK-274,TST-274_Create_accounts_microservice.json
TST-275,Bind gmails to tools,AID,Task,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-275,TST-275_Bind_gmails_to_tools.json
TST-276,Integrate accounts into AI Catalog,SLS,Integration,High,Medium,4-5 hours for 50 emails,Medium,False,CUSTOM,TBD,TSK-276,TST-276_Integrate_accounts_into_AI_Catalog.json
TST-277,Build user login system with gmail,DGN,Development,High,Medium,20-30 minutes,Medium,False,CUSTOM,TBD,TSK-277,TST-277_Build_user_login_system_with_gmail.json
TST-278,Set up database for accounts,SLS,Task,High,Medium,4-5 hours for 50 emails,Medium,False,CUSTOM,TBD,TSK-278,TST-278_Set_up_database_for_accounts.json
TST-279,Create reusable microservice template,DEV,Development,High,Medium,1-2 minutes,Medium,False,CUSTOM,TBD,TSK-279,TST-279_Create_reusable_microservice_template.json
TST-280,Document departments folder architecture,AID,Documentation,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-280,TST-280_Document_departments_folder_architecture.json
TST-281,Restore data processes pipelines,SLS,Task,High,Medium,4-5 hours for 50 emails,Medium,False,CUSTOM,TBD,TSK-281,TST-281_Restore_data_processes_pipelines.json
TST-282,Create clear file location guidance,DGN,Development,High,Medium,20-30 minutes,Medium,False,CUSTOM,TBD,TSK-282,TST-282_Create_clear_file_location_guidance.json
TST-283,Build progress count updating script,DGN,Development,High,Medium,20-30 minutes,Medium,False,CUSTOM,TBD,TSK-283,TST-283_Build_progress_count_updating_script.json
TST-284,Create tasks import guide,DGN,Development,High,Medium,20-30 minutes,Medium,False,CUSTOM,TBD,TSK-284,TST-284_Create_tasks_import_guide.json
TST-285,Add dates to Activity 3,AID,Task,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-285,TST-285_Add_dates_to_Activity_3.json
TST-286,Verify LG data in DropBox,AID,Testing,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-286,TST-286_Verify_LG_data_in_DropBox.json
TST-287,Process items in IMPORTS folder,AID,Task,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-287,TST-287_Process_items_in_IMPORTS_folder.json
TST-288,Create list of reserved names in ENTITIES,AID,Development,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-288,TST-288_Create_list_of_reserved_names_in_ENTITIES.json
TST-289,Create list of videos to transcribe,VID,Development,High,Medium,6-9 hours (4-6 hours research + 2-3 hours documentation),Medium,False,CUSTOM,TBD,TSK-289,TST-289_Create_list_of_videos_to_transcribe.json
TST-290,Put video transcriptions into people tasks,VID,Task,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-290,TST-290_Put_video_transcriptions_into_people_tasks.json
TST-291,Run prompts for video search,VID,Task,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-291,TST-291_Run_prompts_for_video_search.json
TST-292,Purchase Gemini Ultra on Admin account,AID,Task,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-292,TST-292_Purchase_Gemini_Ultra_on_Admin_account.json
TST-293,Create transcription execution list with IDs,VID,Development,High,Medium,6-9 hours (4-6 hours research + 2-3 hours documentation),Medium,False,CUSTOM,TBD,TSK-293,TST-293_Create_transcription_execution_list_with_IDs.json
TST-294,Build execution tracking system,DGN,Development,High,Medium,20-30 minutes,Medium,False,CUSTOM,TBD,TSK-294,TST-294_Build_execution_tracking_system.json
TST-295,Create execution update guides,DGN,Development,High,Medium,20-30 minutes,Medium,False,CUSTOM,TBD,TSK-295,TST-295_Create_execution_update_guides.json
TST-296,Define next milestone triggers (Data Population),AID,Task,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-296,TST-296_Define_next_milestone_triggers_(Data_Population).json
TST-297,Create Content Entity,AID,Development,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-297,TST-297_Create_Content_Entity.json
TST-298,Create Content Department,SMM,Development,High,Medium,6-9 hours (4-6 hours research + 2-3 hours documentation),Medium,False,CUSTOM,TBD,TSK-298,TST-298_Create_Content_Department.json
TST-299,Integrate shifts management,HRM,Integration,High,Medium,2-3 hours (one-time setup),Medium,False,CUSTOM,TBD,TSK-299,TST-299_Integrate_shifts_management.json
TST-300,Create shortcuts lesson/post,AID,Development,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-300,TST-300_Create_shortcuts_lessonpost.json
TST-301,Prepare list of researches for Entity: Researches,AID,Research,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-301,TST-301_Prepare_list_of_researches_for_Entity_Researches.json
TST-302,Research YouTube videos for transcription,VID,Research,High,Medium,6-9 hours (4-6 hours research + 2-3 hours documentation),Medium,False,CUSTOM,TBD,TSK-302,TST-302_Research_YouTube_videos_for_transcription.json
TST-303,Build automation posting,DGN,Development,High,Medium,20-30 minutes,Medium,False,CUSTOM,TBD,TSK-303,TST-303_Build_automation_posting.json
TST-304,Train AI to build research tasks for people,DGN,Development,High,Medium,20-30 minutes,Medium,False,CUSTOM,TBD,TSK-304,TST-304_Train_AI_to_build_research_tasks_for_people.json
TST-305,List automations to learn or integrate,AID,Integration,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-305,TST-305_List_automations_to_learn_or_integrate.json
TST-306,Task: Search for videos (template),VID,Task,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-306,TST-306_Task_Search_for_videos_(template).json
TST-307,Hosting in Vercel (Dev account),SLS,Task,High,Medium,4-5 hours for 50 emails,Medium,False,CUSTOM,TBD,TSK-307,TST-307_Hosting_in_Vercel_(Dev_account).json
TST-308,Automate library update,AID,Task,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-308,TST-308_Automate_library_update.json
TST-309,Canva download/integration,DEV,Task,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-309,TST-309_Canva_downloadintegration.json
TST-310,Create six must-have files list,AID,Development,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-310,TST-310_Create_six_must-have_files_list.json
TST-311,Design core documents,DGN,Documentation,High,Medium,2 hours (45 min organization + 45 min documentation + 30 min updates),Medium,False,CUSTOM,TBD,TSK-311,TST-311_Design_core_documents.json
TST-312,Create Pre-Sale candidate tracking system,HRM,Development,High,Medium,2-3 hours,Medium,False,CUSTOM,TBD,TSK-312,TST-312_Create_Pre-Sale_candidate_tracking_system.json
TST-313,Add Ukandu Christopher to Pre-Sale list,HRM,Task,High,Medium,2-3 hours (one-time setup),Medium,False,CUSTOM,TBD,TSK-313,TST-313_Add_Ukandu_Christopher_to_Pre-Sale_list.json
TST-314,Sign contract with Borovik for client interview,SLS,Task,High,Medium,4-5 hours for 50 emails,Medium,False,CUSTOM,TBD,TSK-314,TST-314_Sign_contract_with_Borovik_for_client_interview.json
TST-315,Prepare Borovik for tomorrow's client interview,SLS,Task,High,Medium,4-5 hours for 50 emails,Medium,False,CUSTOM,TBD,TSK-315,TST-315_Prepare_Borovik_for_tomorrow's_client_interview.json
TST-316,Create candidate warming system for hot list,HRM,Development,High,Medium,1.5-2 hours,Medium,False,CUSTOM,TBD,TSK-316,TST-316_Create_candidate_warming_system_for_hot_list.json
TST-317,Document interview requirements checklist,HRM,Documentation,High,Medium,1.5-2 hours,Medium,False,CUSTOM,TBD,TSK-317,TST-317_Document_interview_requirements_checklist.json
TST-318,Create interview scoring rubric,HRM,Development,High,Medium,1.5-2 hours,Medium,False,CUSTOM,TBD,TSK-318,TST-318_Create_interview_scoring_rubric.json
TST-319,Follow up with Valeriia on trial terms,HRM,Task,High,Medium,2-3 hours (one-time setup),Medium,False,CUSTOM,TBD,TSK-319,TST-319_Follow_up_with_Valeriia_on_trial_terms.json
TST-320,Implement Entity Identification System v1.0,AID,Development,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-320,TST-320_Implement_Entity_Identification_System_v1.0.json
TST-321,Set up multi-instance AI tool workflow,AID,Task,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-321,TST-321_Set_up_multi-instance_AI_tool_workflow.json
TST-322,Deploy Google AntiGravity for team,DEV,Task,High,Medium,5-10 minutes with AI assistance,Medium,False,CUSTOM,TBD,TSK-322,TST-322_Deploy_Google_AntiGravity_for_team.json
TST-323,Automate daily employee task assignment,HRM,Task,High,Medium,2-3 hours (one-time setup),Medium,False,CUSTOM,TBD,TSK-323,TST-323_Automate_daily_employee_task_assignment.json
TST-324,Build employee choice/selection system,HRM,Development,High,Medium,2-3 hours,Medium,False,CUSTOM,TBD,TSK-324,TST-324_Build_employee_choiceselection_system.json
TST-325,Collect Discord voice logs for analytics,AID,Task,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-325,TST-325_Collect_Discord_voice_logs_for_analytics.json
TST-326,Process department prompt logs daily,AID,Task,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-326,TST-326_Process_department_prompt_logs_daily.json
TST-327,Convert Workflows to Projects in TASK_MANAGERS,AID,Task,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-327,TST-327_Convert_Workflows_to_Projects_in_TASK_MANAGERS.json
TST-328,Assign IDs to all ENTITIES folders,AID,Task,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-328,TST-328_Assign_IDs_to_all_ENTITIES_folders.json
TST-329,"Create MCP agent system (employees, libs, academy)",HRM,Development,High,Medium,1.5-2 hours,Medium,False,CUSTOM,TBD,TSK-329,"TST-329_Create_MCP_agent_system_(employees,_libs,_academy).json"
TST-330,Build screenshot verification automation,HRM,Development,High,Medium,2-3 hours,Medium,False,CUSTOM,TBD,TSK-330,TST-330_Build_screenshot_verification_automation.json
TST-331,Create AI routes inside entity folders,AID,Development,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-331,TST-331_Create_AI_routes_inside_entity_folders.json
TST-332,Build index files for machine/AI access,DGN,Development,High,Medium,20-30 minutes,Medium,False,CUSTOM,TBD,TSK-332,TST-332_Build_index_files_for_machineAI_access.json
TST-333,Save schemas inside folders with field definitions,DEV,Task,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-333,TST-333_Save_schemas_inside_folders_with_field_definitions.json
TST-334,Sync Task Template to backend,DEV,Integration,High,Medium,5-10 minutes with AI assistance,Medium,False,CUSTOM,TBD,TSK-334,TST-334_Sync_Task_Template_to_backend.json
TST-335,Create backend for DropBox SubEntity,DEV,Development,High,Medium,1.5 hours (30 min automation run + 45 min validation + 15 min reporting),Medium,False,CUSTOM,TBD,TSK-335,TST-335_Create_backend_for_DropBox_SubEntity.json
TST-336,Build alert system for fired/left employees,HRM,Development,High,Medium,2-3 hours,Medium,False,CUSTOM,TBD,TSK-336,TST-336_Build_alert_system_for_firedleft_employees.json
TST-337,Connect Accounts to Talents profiles,HRM,Integration,High,Medium,2-3 hours (one-time setup),Medium,False,CUSTOM,TBD,TSK-337,TST-337_Connect_Accounts_to_Talents_profiles.json
TST-338,Implement automatic access closure alerts,AID,Development,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-338,TST-338_Implement_automatic_access_closure_alerts.json
TST-339,Track secondary accounts (not just main emails),SLS,Task,High,Medium,4-5 hours for 50 emails,Medium,False,CUSTOM,TBD,TSK-339,TST-339_Track_secondary_accounts_(not_just_main_emails).json
TST-340,Design country-based job account permissions,SLS,Design,High,Medium,20-30 minutes,Medium,False,CUSTOM,TBD,TSK-340,TST-340_Design_country-based_job_account_permissions.json
TST-341,Implement team lead access limits,LGN,Development,High,Medium,2 hours (30 min install + 1 hour config + 30 min testing),Medium,False,CUSTOM,TBD,TSK-341,TST-341_Implement_team_lead_access_limits.json
TST-342,Build role-based account access system,SLS,Development,High,Medium,4-5 hours for 50 emails,Medium,False,CUSTOM,TBD,TSK-342,TST-342_Build_role-based_account_access_system.json
TST-343,Create account manager interface,SLS,Development,High,Medium,4-5 hours for 50 emails,Medium,False,CUSTOM,TBD,TSK-343,TST-343_Create_account_manager_interface.json
TST-344,Add Balkans as region in system,DGN,Task,High,Medium,20-30 minutes,Medium,False,CUSTOM,TBD,TSK-344,TST-344_Add_Balkans_as_region_in_system.json
TST-345,Design permission system architecture,DGN,Design,High,Medium,20-30 minutes,Medium,False,CUSTOM,TBD,TSK-345,TST-345_Design_permission_system_architecture.json
TST-346,Implement employee-based permissions,HRM,Development,High,Medium,2-3 hours,Medium,False,CUSTOM,TBD,TSK-346,TST-346_Implement_employee-based_permissions.json
TST-347,Implement profession/role-based permissions,DEV,Development,High,Medium,1-2 minutes,Medium,False,CUSTOM,TBD,TSK-347,TST-347_Implement_professionrole-based_permissions.json
TST-348,Create Auth User Service documentation,DEV,Development,High,Medium,6-9 hours (4-6 hours research + 2-3 hours documentation),Medium,False,CUSTOM,TBD,TSK-348,TST-348_Create_Auth_User_Service_documentation.json
TST-349,Review GPT usage and costs,FIN,Research,High,Medium,5-8 hours (3-5 hours research + 2-3 hours documentation),Medium,False,CUSTOM,TBD,TSK-349,TST-349_Review_GPT_usage_and_costs.json
TST-350,Identify cost-cutting opportunities,FIN,Task,High,Medium,3 hours (45 min requirements + 1.5 hours design + 45 min testing),Medium,False,CUSTOM,TBD,TSK-350,TST-350_Identify_cost-cutting_opportunities.json
TST-351,Create taxonomy initial ID inventory,FIN,Development,High,Medium,3 hours (45 min requirements + 1.5 hours design + 45 min testing),Medium,False,CUSTOM,TBD,TSK-351,TST-351_Create_taxonomy_initial_ID_inventory.json
TST-352,Generate JSON with all entities and sub-entities,AID,Task,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-352,TST-352_Generate_JSON_with_all_entities_and_sub-entities.json
TST-353,Add 3-letter ISO codes to entities,AID,Task,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-353,TST-353_Add_3-letter_ISO_codes_to_entities.json
TST-354,Cross-validate with existing listings,AID,Testing,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-354,TST-354_Cross-validate_with_existing_listings.json
TST-355,Document deprecated/archived entities,AID,Documentation,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-355,TST-355_Document_deprecatedarchived_entities.json
TST-356,Update milestone prefix from MLS-### to MLST-###,AID,Maintenance,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-356,TST-356_Update_milestone_prefix_from_MLS-###_to_MLST-###.json
TST-357,Filter daily notes by taxonomy,FIN,Task,High,Medium,3 hours (45 min requirements + 1.5 hours design + 45 min testing),Medium,False,CUSTOM,TBD,TSK-357,TST-357_Filter_daily_notes_by_taxonomy.json
TST-358,Build parsing extraction taxonomy,AID,Development,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-358,TST-358_Build_parsing_extraction_taxonomy.json
TST-359,Identify repetitions in daily notes,AID,Task,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-359,TST-359_Identify_repetitions_in_daily_notes.json
TST-360,Create PLANS entity folder,AID,Development,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-360,TST-360_Create_PLANS_entity_folder.json
TST-361,Create YouTube channels list,VID,Development,High,Medium,6-9 hours (4-6 hours research + 2-3 hours documentation),Medium,False,CUSTOM,TBD,TSK-361,TST-361_Create_YouTube_channels_list.json
TST-362,Parse latest videos from channels,VID,Testing,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-362,TST-362_Parse_latest_videos_from_channels.json
TST-363,Analyze video relevancy,VID,Research,High,Medium,6-9 hours (4-6 hours research + 2-3 hours documentation),Medium,False,CUSTOM,TBD,TSK-363,TST-363_Analyze_video_relevancy.json
TST-364,Build YouTube research milestone template,VID,Development,High,Medium,6-9 hours (4-6 hours research + 2-3 hours documentation),Medium,False,CUSTOM,TBD,TSK-364,TST-364_Build_YouTube_research_milestone_template.json
TST-365,Log all n8n automations,AID,Task,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-365,TST-365_Log_all_n8n_automations.json
TST-366,Create n8n workflow documentation,AID,Development,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-366,TST-366_Create_n8n_workflow_documentation.json
TST-367,Build Google Sheets integration workflow,DGN,Development,High,Medium,20-30 minutes,Medium,False,CUSTOM,TBD,TSK-367,TST-367_Build_Google_Sheets_integration_workflow.json
TST-368,Create bot as separate milestone template,AID,Development,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-368,TST-368_Create_bot_as_separate_milestone_template.json
TST-369,Build AI agent for n8n analysis,DGN,Development,High,Medium,20-30 minutes,Medium,False,CUSTOM,TBD,TSK-369,TST-369_Build_AI_agent_for_n8n_analysis.json
TST-370,Generate n8n workflow from Claude,AID,Task,High,Medium,1-4 minutes (automated execution),Medium,False,CUSTOM,TBD,TSK-370,TST-370_Generate_n8n_workflow_from_Claude.json
TST-371,Create 10+ example n8n projects,AID,Development,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-371,TST-371_Create_10+_example_n8n_projects.json
TST-372,Implement daily analysis prompt reminder,AID,Development,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-372,TST-372_Implement_daily_analysis_prompt_reminder.json
TST-373,Build continuous employee profile improvement system,HRM,Development,High,Medium,2-3 hours,Medium,False,CUSTOM,TBD,TSK-373,TST-373_Build_continuous_employee_profile_improvement_system.json
TST-374,Integrate attendance with employee profiles,HRM,Integration,High,Medium,2-3 hours (one-time setup),Medium,False,CUSTOM,TBD,TSK-374,TST-374_Integrate_attendance_with_employee_profiles.json
