Entity_ID,Entity_Name,Entity_Type,Department,Category,File_Path,Count,Status,ISO_Code,Notes
TOOL-118,Product_Management_Decision_Framework,Tools,Multi-Department,Methodologies,LIBRARIES/LBS_003_LBS_003_Tools/Methodologies/Product_Management_Decision_Framework.json,1,Active,TOOL-118,Tool: Product_Management_Decision_Framework
TOOL-SLS-001,Stripe,Tools,Operations,Payment Tools,LIBRARIES/LBS_003_LBS_003_Tools/Payment_LBS_003_Tools/Stripe.json,1,Active,TOOL-SLS-001,Tool: Stripe
TOOL-PUB-001,Medium,Tools,Multi-Department,Publishing Platforms,LIBRARIES/LBS_003_LBS_003_Tools/Publishing_Platforms/Medium.json,1,Active,TOOL-PUB-001,Tool: Medium
TOOL-114,Dropbox_Protect_and_Control,Tools,Operations,Security Tools,LIBRARIES/LBS_003_LBS_003_Tools/Security_LBS_003_Tools/Dropbox_Protect_and_Control.json,1,Active,TOOL-114,Tool: Dropbox_Protect_and_Control
TOOL-SMM-001,Instagram,Tools,Marketing,Social Media Platforms,LIBRARIES/LBS_003_LBS_003_Tools/By_Category/Social_Media/Instagram.json,1,Active,TOOL-SMM-001,Tool: Instagram
TOOL-VIDEO-015,Adobe Premiere Pro,Tools,Video Production,Video Editing Tools,LIBRARIES/LBS_003_LBS_003_Tools/By_Category/Video_Editing/Premiere_Pro.json,1,Active,TOOL-VIDEO-015,Tool: Adobe Premiere Pro
TOOL-DEV-002,Apify,Tools,Development,Web Tools,LIBRARIES/LBS_003_LBS_003_Tools/Web_LBS_003_Tools/Apify.json,1,Active,TOOL-DEV-002,Tool: Apify
TOOL-DEV-001,Brave Search,Tools,Development,Web Tools,LIBRARIES/LBS_003_LBS_003_Tools/Web_LBS_003_Tools/Brave_Search.json,1,Active,TOOL-DEV-001,Tool: Brave Search
TOOL-DEV-003,Firecrawl,Tools,Development,Web Tools,LIBRARIES/LBS_003_LBS_003_Tools/Web_LBS_003_Tools/Firecrawl.json,1,Active,TOOL-DEV-003,Tool: Firecrawl
TOOL-PORT-002,ArtStation,Tools,Multi-Department,Platform,LIBRARIES/LBS_003_LBS_003_Tools/ArtStation.json,1,Active,TOOL-PORT-002,Tool: ArtStation
TOOL-DEV-003,Dev.to,Tools,Multi-Department,Platform,LIBRARIES/LBS_003_LBS_003_Tools/Dev_to.json,1,Active,TOOL-DEV-003,Tool: Dev.to
TOOL-COMM-002,Discord,Tools,Multi-Department,Platform,LIBRARIES/LBS_003_LBS_003_Tools/Discord.json,1,Active,TOOL-COMM-002,Tool: Discord
TOOL-SMM-004,Facebook,Tools,Multi-Department,Platform,LIBRARIES/LBS_003_LBS_003_Tools/Facebook.json,1,Active,TOOL-SMM-004,Tool: Facebook
TOOL-DEV-001,GitHub,Tools,Multi-Department,Platform,LIBRARIES/LBS_003_LBS_003_Tools/GitHub.json,1,Active,TOOL-DEV-001,Tool: GitHub
TOOL-PUB-003,Hashnode,Tools,Multi-Department,Platform,LIBRARIES/LBS_003_LBS_003_Tools/Hashnode.json,1,Active,TOOL-PUB-003,Tool: Hashnode
TOOL-SMM-007,LinkedIn,Tools,Multi-Department,Platform,LIBRARIES/LBS_003_LBS_003_Tools/LinkedIn.json,1,Active,TOOL-SMM-007,Tool: LinkedIn
TOOL-BIZ-003,Lunchclub,Tools,Multi-Department,Platform,LIBRARIES/LBS_003_LBS_003_Tools/Lunchclub.json,1,Active,TOOL-BIZ-003,Tool: Lunchclub
TOOL-PUB-001,Medium,Tools,Multi-Department,Platform,LIBRARIES/LBS_003_LBS_003_Tools/Medium.json,1,Active,TOOL-PUB-001,Tool: Medium
TOOL-SMM-005,Pinterest,Tools,Multi-Department,Platform,LIBRARIES/LBS_003_LBS_003_Tools/Pinterest.json,1,Active,TOOL-SMM-005,Tool: Pinterest
TOOL-PUB-004,Quora,Tools,Multi-Department,Platform,LIBRARIES/LBS_003_LBS_003_Tools/Quora.json,1,Active,TOOL-PUB-004,Tool: Quora
TOOL-DEV-002,Stack Overflow,Tools,Multi-Department,Platform,LIBRARIES/LBS_003_LBS_003_Tools/Stack_Overflow.json,1,Active,TOOL-DEV-002,Tool: Stack Overflow
TOOL-PUB-002,Substack,Tools,Multi-Department,Platform,LIBRARIES/LBS_003_LBS_003_Tools/Substack.json,1,Active,TOOL-PUB-002,Tool: Substack
TOOL-COMM-001,Telegram,Tools,Multi-Department,Platform,LIBRARIES/LBS_003_LBS_003_Tools/Telegram.json,1,Active,TOOL-COMM-001,Tool: Telegram
TOOL-SMM-008,Threads,Tools,Multi-Department,Platform,LIBRARIES/LBS_003_LBS_003_Tools/Threads.json,1,Active,TOOL-SMM-008,Tool: Threads
TOOL-SMM-003,TikTok,Tools,Multi-Department,Platform,LIBRARIES/LBS_003_LBS_003_Tools/TikTok.json,1,Active,TOOL-SMM-003,Tool: TikTok
TOOL-144,tool_validation_log_2025-11-10,Tools,Multi-Department,Platform,LIBRARIES/LBS_003_LBS_003_Tools/tool_validation_log_2025-11-10.json,1,Active,TOOL-144,Tool: tool_validation_log_2025-11-10
TOOL-SMM-006,Twitter/X,Tools,Multi-Department,Platform,LIBRARIES/LBS_003_LBS_003_Tools/Twitter.json,1,Active,TOOL-SMM-006,Tool: Twitter/X
TOOL-VID-002,Vimeo,Tools,Multi-Department,Platform,LIBRARIES/LBS_003_LBS_003_Tools/Vimeo.json,1,Active,TOOL-VID-002,Tool: Vimeo
TOOL-VID-001,YouTube,Tools,Multi-Department,Platform,LIBRARIES/LBS_003_LBS_003_Tools/YouTube.json,1,Active,TOOL-VID-001,Tool: YouTube
SKL-001,screened candidates via CRM,Skills,Managers (HR),Skill,LIBRARIES/LBS_004_LBS_004_../TALENTS/Skills/Master/all_skills.json,1,Active,SKL-001,Skill: screened candidates via CRM
SKL-002,conducted video interviews via Zoom,Skills,Managers (HR),Skill,LIBRARIES/LBS_004_LBS_004_../TALENTS/Skills/Master/all_skills.json,1,Active,SKL-002,Skill: conducted video interviews via Zoom
SKL-003,sent job offers via Gmail,Skills,Managers (HR),Skill,LIBRARIES/LBS_004_LBS_004_../TALENTS/Skills/Master/all_skills.json,1,Active,SKL-003,Skill: sent job offers via Gmail
SKL-004,updated candidate status in CRM,Skills,Managers (HR),Skill,LIBRARIES/LBS_004_LBS_004_../TALENTS/Skills/Master/all_skills.json,1,Active,SKL-004,Skill: updated candidate status in CRM
SKL-005,analyzed recruitment data in Google Sheets,Skills,Managers (HR),Skill,LIBRARIES/LBS_004_LBS_004_../TALENTS/Skills/Master/all_skills.json,1,Active,SKL-005,Skill: analyzed recruitment data in Google Sheets
SKL-010,sent cold emails via Gmail,Skills,Lead Generation,Skill,LIBRARIES/LBS_004_LBS_004_../TALENTS/Skills/Master/all_skills.json,1,Active,SKL-010,Skill: sent cold emails via Gmail
SKL-011,automated email campaigns using n8n,Skills,Lead Generation,Skill,LIBRARIES/LBS_004_LBS_004_../TALENTS/Skills/Master/all_skills.json,1,Active,SKL-011,Skill: automated email campaigns using n8n
SKL-012,tracked email responses in CRM,Skills,Lead Generation,Skill,LIBRARIES/LBS_004_LBS_004_../TALENTS/Skills/Master/all_skills.json,1,Active,SKL-012,Skill: tracked email responses in CRM
SKL-013,searched companies on LinkedIn,Skills,Lead Generation,Skill,LIBRARIES/LBS_004_LBS_004_../TALENTS/Skills/Master/all_skills.json,1,Active,SKL-013,Skill: searched companies on LinkedIn
SKL-014,scraped contact data using automation tools,Skills,Lead Generation,Skill,LIBRARIES/LBS_004_LBS_004_../TALENTS/Skills/Master/all_skills.json,1,Active,SKL-014,Skill: scraped contact data using automation tools
SKL-020,created UI mockups in Figma,Skills,Design,Skill,LIBRARIES/LBS_004_LBS_004_../TALENTS/Skills/Master/all_skills.json,1,Active,SKL-020,Skill: created UI mockups in Figma
SKL-021,designed social media posts in Canva,Skills,Design,Skill,LIBRARIES/LBS_004_LBS_004_../TALENTS/Skills/Master/all_skills.json,1,Active,SKL-021,Skill: designed social media posts in Canva
SKL-022,exported design files from Figma,Skills,Design,Skill,LIBRARIES/LBS_004_LBS_004_../TALENTS/Skills/Master/all_skills.json,1,Active,SKL-022,Skill: exported design files from Figma
SKL-023,generated AI images using Midjourney,Skills,Design,Skill,LIBRARIES/LBS_004_LBS_004_../TALENTS/Skills/Master/all_skills.json,1,Active,SKL-023,Skill: generated AI images using Midjourney
SKL-024,shared design previews via Discord,Skills,Design,Skill,LIBRARIES/LBS_004_LBS_004_../TALENTS/Skills/Master/all_skills.json,1,Active,SKL-024,Skill: shared design previews via Discord
SKL-030,developed features in React,Skills,Developers,Skill,LIBRARIES/LBS_004_LBS_004_../TALENTS/Skills/Master/all_skills.json,1,Active,SKL-030,Skill: developed features in React
SKL-031,created APIs using Node.js,Skills,Developers,Skill,LIBRARIES/LBS_004_LBS_004_../TALENTS/Skills/Master/all_skills.json,1,Active,SKL-031,Skill: created APIs using Node.js
SKL-032,managed code via GitHub,Skills,Developers,Skill,LIBRARIES/LBS_004_LBS_004_../TALENTS/Skills/Master/all_skills.json,1,Active,SKL-032,Skill: managed code via GitHub
SKL-033,debugged applications using DevTools,Skills,Developers,Skill,LIBRARIES/LBS_004_LBS_004_../TALENTS/Skills/Master/all_skills.json,1,Active,SKL-033,Skill: debugged applications using DevTools
SKL-034,deployed applications to production servers,Skills,Developers,Skill,LIBRARIES/LBS_004_LBS_004_../TALENTS/Skills/Master/all_skills.json,1,Active,SKL-034,Skill: deployed applications to production servers
SKL-040,conducted discovery calls via Zoom,Skills,Sales,Skill,LIBRARIES/LBS_004_LBS_004_../TALENTS/Skills/Master/all_skills.json,1,Active,SKL-040,Skill: conducted discovery calls via Zoom
SKL-041,created proposals in Google Docs,Skills,Sales,Skill,LIBRARIES/LBS_004_LBS_004_../TALENTS/Skills/Master/all_skills.json,1,Active,SKL-041,Skill: created proposals in Google Docs
SKL-042,tracked deals in CRM,Skills,Sales,Skill,LIBRARIES/LBS_004_LBS_004_../TALENTS/Skills/Master/all_skills.json,1,Active,SKL-042,Skill: tracked deals in CRM
SKL-043,sent contracts via DocuSign,Skills,Sales,Skill,LIBRARIES/LBS_004_LBS_004_../TALENTS/Skills/Master/all_skills.json,1,Active,SKL-043,Skill: sent contracts via DocuSign
SKL-044,analyzed sales data in Google Sheets,Skills,Sales,Skill,LIBRARIES/LBS_004_LBS_004_../TALENTS/Skills/Master/all_skills.json,1,Active,SKL-044,Skill: analyzed sales data in Google Sheets
SKL-050,edited videos in Adobe Premiere,Skills,Video,Skill,LIBRARIES/LBS_004_LBS_004_../TALENTS/Skills/Master/all_skills.json,1,Active,SKL-050,Skill: edited videos in Adobe Premiere
SKL-051,added subtitles in Adobe Premiere,Skills,Video,Skill,LIBRARIES/LBS_004_LBS_004_../TALENTS/Skills/Master/all_skills.json,1,Active,SKL-051,Skill: added subtitles in Adobe Premiere
SKL-052,created animations in After Effects,Skills,Video,Skill,LIBRARIES/LBS_004_LBS_004_../TALENTS/Skills/Master/all_skills.json,1,Active,SKL-052,Skill: created animations in After Effects
PRF-001,Account Executive,Professions,Managers,Role,LIBRARIES/LBS_005_LBS_005_Professions/Account_Executive.json,1,Active,PRF-001,Profession: account executive
PRF-002,Ai Engineer,Professions,Developers,Role,LIBRARIES/LBS_005_LBS_005_Professions/AI_Engineer.json,1,Active,PRF-002,Profession: ai engineer
PRF-003,Automation Engineer,Professions,Developers,Role,LIBRARIES/LBS_005_LBS_005_Professions/Automation_Engineer.json,1,Active,PRF-003,Profession: automation engineer
PRF-004,Automation Specialist,Professions,Developers,Role,LIBRARIES/LBS_005_LBS_005_Professions/Automation_Specialist.json,1,Active,PRF-004,Profession: automation specialist
PRF-005,Back End Developer,Professions,Developers,Role,LIBRARIES/LBS_005_LBS_005_Professions/Backend_Developer.json,1,Active,PRF-005,Profession: back end developer
PRF-006,Customer Success Manager,Professions,Managers,Role,LIBRARIES/LBS_005_LBS_005_Professions/Customer_Success_Manager.json,1,Active,PRF-006,Profession: customer success manager
PRF-007,Developer,Professions,Technology,Role,LIBRARIES/LBS_005_LBS_005_Professions/Developer.json,1,Active,PRF-007,Profession: developer
PRF-008,Executive Assistant,Professions,Managers,Role,LIBRARIES/LBS_005_LBS_005_Professions/Executive_Assistant.json,1,Active,PRF-008,Profession: executive assistant
PRF-009,Lead Generator,Professions,Managers,Role,LIBRARIES/LBS_005_LBS_005_Professions/Lead_Generator.json,1,Active,PRF-009,Profession: lead generator
PRF-010,Marketer,Professions,Ai,Role,LIBRARIES/LBS_005_LBS_005_Professions/Marketer.json,1,Active,PRF-010,Profession: marketer
PRF-011,Operations Manager,Professions,Managers,Role,LIBRARIES/LBS_005_LBS_005_Professions/Operations_Manager.json,1,Active,PRF-011,Profession: operations manager
PRF-012,Recruiter,Professions,Hr,Role,LIBRARIES/LBS_005_LBS_005_Professions/Recruiter.json,1,Active,PRF-012,Profession: recruiter
PRF-013,Sdr,Professions,Managers,Role,LIBRARIES/LBS_005_LBS_005_Professions/SDR.json,1,Active,PRF-013,Profession: sdr
PRF-014,Smm_Specialist,Professions,Ai,Role,LIBRARIES/LBS_005_LBS_005_Professions/SMM_Specialist.json,1,Active,PRF-014,Profession: smm_specialist
PRF-015,Videographer,Professions,Creative,Role,LIBRARIES/LBS_005_LBS_005_Professions/Videographer.json,1,Active,PRF-015,Profession: videographer
RESP-001,screen candidates,Responsibilities,Managers (HR),Responsibility,LIBRARIES/Responsibilities/responsibilities.json,1,Active,RESP-001,Responsibility: screen candidates
RESP-002,generate leads,Responsibilities,Lead Generation,Responsibility,LIBRARIES/Responsibilities/responsibilities.json,1,Active,RESP-002,Responsibility: generate leads
RESP-003,design UI mockups,Responsibilities,Design,Responsibility,LIBRARIES/Responsibilities/responsibilities.json,1,Active,RESP-003,Responsibility: design UI mockups
RESP-004,develop frontend features,Responsibilities,Developers,Responsibility,LIBRARIES/Responsibilities/responsibilities.json,1,Active,RESP-004,Responsibility: develop frontend features
RESP-005,manage sales pipeline,Responsibilities,Sales,Responsibility,LIBRARIES/Responsibilities/responsibilities.json,1,Active,RESP-005,Responsibility: manage sales pipeline
RESP-006,produce videos,Responsibilities,Video,Responsibility,LIBRARIES/Responsibilities/responsibilities.json,1,Active,RESP-006,Responsibility: produce videos
OBJ-AI-017,AI Agent,Objects,Agentic_Engineering / AI Systems,Object,LIBRARIES/Responsibilities/Objects/Agentic_Engineering_Objects.json,1,Active,OBJ-AI-017,Object: AI Agent
OBJ-AI-018,Full Stack Application,Objects,Agentic_Engineering / Deliverables,Object,LIBRARIES/Responsibilities/Objects/Agentic_Engineering_Objects.json,1,Active,OBJ-AI-018,Object: Full Stack Application
OBJ-AI-019,API Endpoint,Objects,Agentic_Engineering / Backend Components,Object,LIBRARIES/Responsibilities/Objects/Agentic_Engineering_Objects.json,1,Active,OBJ-AI-019,Object: API Endpoint
OBJ-AI-020,Frontend UI Component,Objects,Agentic_Engineering / Frontend Components,Object,LIBRARIES/Responsibilities/Objects/Agentic_Engineering_Objects.json,1,Active,OBJ-AI-020,Object: Frontend UI Component
OBJ-AI-021,RAG System,Objects,Agentic_Engineering / AI Systems,Object,LIBRARIES/Responsibilities/Objects/Agentic_Engineering_Objects.json,1,Active,OBJ-AI-021,Object: RAG System
OBJ-AI-022,Knowledge Graph,Objects,Agentic_Engineering / Data Structures,Object,LIBRARIES/Responsibilities/Objects/Agentic_Engineering_Objects.json,1,Active,OBJ-AI-022,Object: Knowledge Graph
OBJ-AI-023,Containerized Application,Objects,Agentic_Engineering / Deployment,Object,LIBRARIES/Responsibilities/Objects/Agentic_Engineering_Objects.json,1,Active,OBJ-AI-023,Object: Containerized Application
OBJ-AI-024,CI/CD Pipeline,Objects,Agentic_Engineering / Automation,Object,LIBRARIES/Responsibilities/Objects/Agentic_Engineering_Objects.json,1,Active,OBJ-AI-024,Object: CI/CD Pipeline
OBJ-AI-025,Automated Test Suite,Objects,Agentic_Engineering / Quality Assurance,Object,LIBRARIES/Responsibilities/Objects/Agentic_Engineering_Objects.json,1,Active,OBJ-AI-025,Object: Automated Test Suite
OBJ-AI-026,Multi-Agent System,Objects,Agentic_Engineering / AI Systems,Object,LIBRARIES/Responsibilities/Objects/Agentic_Engineering_Objects.json,1,Active,OBJ-AI-026,Object: Multi-Agent System
OBJ-AI-027,Evaluation System,Objects,Agentic_Engineering / Quality Assurance,Object,LIBRARIES/Responsibilities/Objects/Agentic_Engineering_Objects.json,1,Active,OBJ-AI-027,Object: Evaluation System
OBJ-AI-028,Agentic Workflow,Objects,Agentic_Engineering / AI Systems,Object,LIBRARIES/Responsibilities/Objects/Agentic_Engineering_Objects.json,1,Active,OBJ-AI-028,Object: Agentic Workflow
OBJ-AI-029,Ground Truth Dataset,Objects,Agentic_Engineering / Data,Object,LIBRARIES/Responsibilities/Objects/Agentic_Engineering_Objects.json,1,Active,OBJ-AI-029,Object: Ground Truth Dataset
OBJ-AI-001,MCP Connector,Objects,AI_Automation,Object,LIBRARIES/Responsibilities/Objects/AI_Automation_Objects.json,1,Active,OBJ-AI-001,Object: MCP Connector
OBJ-AI-002,Email Draft,Objects,AI_Automation,Object,LIBRARIES/Responsibilities/Objects/AI_Automation_Objects.json,1,Active,OBJ-AI-002,Object: Email Draft
OBJ-AI-003,Calendar Event,Objects,AI_Automation,Object,LIBRARIES/Responsibilities/Objects/AI_Automation_Objects.json,1,Active,OBJ-AI-003,Object: Calendar Event
OBJ-AI-004,Meeting Transcript,Objects,AI_Automation,Object,LIBRARIES/Responsibilities/Objects/AI_Automation_Objects.json,1,Active,OBJ-AI-004,Object: Meeting Transcript
OBJ-AI-005,CRM Record,Objects,AI_Automation,Object,LIBRARIES/Responsibilities/Objects/AI_Automation_Objects.json,1,Active,OBJ-AI-005,Object: CRM Record
OBJ-AI-006,API Credentials,Objects,AI_Automation,Object,LIBRARIES/Responsibilities/Objects/AI_Automation_Objects.json,1,Active,OBJ-AI-006,Object: API Credentials
OBJ-AI-007,Automation Workflow,Objects,AI_Automation,Object,LIBRARIES/Responsibilities/Objects/AI_Automation_Objects.json,1,Active,OBJ-AI-007,Object: Automation Workflow
OBJ-AI-008,Newsletter Subscriber,Objects,AI_Automation,Object,LIBRARIES/Responsibilities/Objects/AI_Automation_Objects.json,1,Active,OBJ-AI-008,Object: Newsletter Subscriber
OBJ-AI-009,Claude Skill,Objects,AI_Automation,Object,LIBRARIES/Responsibilities/Objects/AI_Automation_Objects.json,1,Active,OBJ-AI-009,Object: Claude Skill
OBJ-AI-010,Connector Code,Objects,AI_Automation,Object,LIBRARIES/Responsibilities/Objects/AI_Automation_Objects.json,1,Active,OBJ-AI-010,Object: Connector Code
OBJ-AI-011,Export Folder Structure,Objects,AI_Automation,Object,LIBRARIES/Responsibilities/Objects/AI_Automation_Objects.json,1,Active,OBJ-AI-011,Object: Export Folder Structure
OBJ-AI-012,Taxonomy Training Material,Objects,AI_Automation,Object,LIBRARIES/Responsibilities/Objects/AI_Automation_Objects.json,1,Active,OBJ-AI-012,Object: Taxonomy Training Material
OBJ-DESIGN-006,Catalog Documentation,Objects,Design / Documentation,Object,LIBRARIES/Responsibilities/Objects/Catalog_Documentation.json,1,Active,OBJ-DESIGN-006,Object: Catalog Documentation
OBJ-DEV-001,Dashboard Application,Objects,Development,Object,LIBRARIES/Responsibilities/Objects/Development_Objects.json,1,Active,OBJ-DEV-001,Object: Dashboard Application
OBJ-DEV-002,Internationalization System,Objects,Development,Object,LIBRARIES/Responsibilities/Objects/Development_Objects.json,1,Active,OBJ-DEV-002,Object: Internationalization System
OBJ-DEV-003,n8n Workflow,Objects,Development / Automation,Object,LIBRARIES/Responsibilities/Objects/Development_Objects.json,1,Active,OBJ-DEV-003,Object: n8n Workflow
OBJ-DEV-004,Chart Component Library,Objects,Development / UI Components,Object,LIBRARIES/Responsibilities/Objects/Development_Objects.json,1,Active,OBJ-DEV-004,Object: Chart Component Library
OBJ-DEV-005,Modal Component System,Objects,Development / UI Components,Object,LIBRARIES/Responsibilities/Objects/Development_Objects.json,1,Active,OBJ-DEV-005,Object: Modal Component System
OBJ-DEV-006,Theme System,Objects,Development / UI Systems,Object,LIBRARIES/Responsibilities/Objects/Development_Objects.json,1,Active,OBJ-DEV-006,Object: Theme System
OBJ-DEV-007,Cache System,Objects,Development / Backend,Object,LIBRARIES/Responsibilities/Objects/Development_Objects.json,1,Active,OBJ-DEV-007,Object: Cache System
OBJ-DEV-008,Bookmarklet,Objects,Development / Browser Tools,Object,LIBRARIES/Responsibilities/Objects/Development_Objects.json,1,Active,OBJ-DEV-008,Object: Bookmarklet
OBJ-DEV-009,GitHub Repository,Objects,Development / Version Control,Object,LIBRARIES/Responsibilities/Objects/Development_Objects.json,1,Active,OBJ-DEV-009,Object: GitHub Repository
OBJ-DOC-001,Job Posting,Objects,Documents,Object,LIBRARIES/Responsibilities/Objects/Documents.json,1,Active,OBJ-DOC-001,Object: Job Posting
OBJ-DOC-002,Client Proposal,Objects,Documents,Object,LIBRARIES/Responsibilities/Objects/Documents.json,1,Active,OBJ-DOC-002,Object: Client Proposal
OBJ-DOC-003,Report,Objects,Documents,Object,LIBRARIES/Responsibilities/Objects/Documents.json,1,Active,OBJ-DOC-003,Object: Report
OBJ-DOC-004,Contract,Objects,Documents,Object,LIBRARIES/Responsibilities/Objects/Documents.json,1,Active,OBJ-DOC-004,Object: Contract
OBJ-DOC-005,Invoice,Objects,Documents,Object,LIBRARIES/Responsibilities/Objects/Documents.json,1,Active,OBJ-DOC-005,Object: Invoice
OBJ-DESIGN-005,Interactive Element,Objects,Design / UI Components,Object,LIBRARIES/Responsibilities/Objects/Interactive_Elements.json,1,Active,OBJ-DESIGN-005,Object: Interactive Element
OBJ-001,Lead List,Objects,Lead_Generation,Object,LIBRARIES/Responsibilities/Objects/Lead_Generation_Objects.json,1,Active,OBJ-001,Object: Lead List
OBJ-002,Email Address,Objects,Lead_Generation,Object,LIBRARIES/Responsibilities/Objects/Lead_Generation_Objects.json,1,Active,OBJ-002,Object: Email Address
OBJ-003,Company Domain,Objects,Lead_Generation,Object,LIBRARIES/Responsibilities/Objects/Lead_Generation_Objects.json,1,Active,OBJ-003,Object: Company Domain
OBJ-004,Enrichment Pipeline,Objects,Lead_Generation,Object,LIBRARIES/Responsibilities/Objects/Lead_Generation_Objects.json,1,Active,OBJ-004,Object: Enrichment Pipeline
OBJ-005,Search Query,Objects,Lead_Generation,Object,LIBRARIES/Responsibilities/Objects/Lead_Generation_Objects.json,1,Active,OBJ-005,Object: Search Query
OBJ-006,Business Listing,Objects,Lead_Generation,Object,LIBRARIES/Responsibilities/Objects/Lead_Generation_Objects.json,1,Active,OBJ-006,Object: Business Listing
OBJ-007,Job Posting (Lead Gen Context),Objects,Lead_Generation,Object,LIBRARIES/Responsibilities/Objects/Lead_Generation_Objects.json,1,Active,OBJ-007,Object: Job Posting (Lead Gen Context)
OBJ-008,Social Profile,Objects,Lead_Generation,Object,LIBRARIES/Responsibilities/Objects/Lead_Generation_Objects.json,1,Active,OBJ-008,Object: Social Profile
OBJ-009,SERP Result,Objects,Lead_Generation,Object,LIBRARIES/Responsibilities/Objects/Lead_Generation_Objects.json,1,Active,OBJ-009,Object: SERP Result
OBJ-010,Pre-Scraped Dataset,Objects,Lead_Generation,Object,LIBRARIES/Responsibilities/Objects/Lead_Generation_Objects.json,1,Active,OBJ-010,Object: Pre-Scraped Dataset
OBJ-011,CRM Communication Log,Objects,Lead_Generation,Object,LIBRARIES/Responsibilities/Objects/Lead_Generation_Objects.json,1,Active,OBJ-011,Object: CRM Communication Log
OBJ-012,Call Booking Record,Objects,Lead_Generation,Object,LIBRARIES/Responsibilities/Objects/Lead_Generation_Objects.json,1,Active,OBJ-012,Object: Call Booking Record
OBJ-013,Formatted Chat Transcript,Objects,Lead_Generation,Object,LIBRARIES/Responsibilities/Objects/Lead_Generation_Objects.json,1,Active,OBJ-013,Object: Formatted Chat Transcript
OBJ-DESIGN-002,Mascot Set,Objects,Design / Brand Assets,Object,LIBRARIES/Responsibilities/Objects/Mascot_Sets.json,1,Active,OBJ-DESIGN-002,Object: Mascot Set
OBJ-DESIGN-004,Online Academy Lesson,Objects,Design / Educational Content,Object,LIBRARIES/Responsibilities/Objects/Online_Academy_Lessons.json,1,Active,OBJ-DESIGN-004,Object: Online Academy Lesson
OBJ-PORT-001,,Objects,Multi-Department,Object,LIBRARIES/Responsibilities/Objects/Portfolio_Deliverables.json,1,Active,OBJ-PORT-001,Object: 
OBJ-PORT-002,,Objects,Multi-Department,Object,LIBRARIES/Responsibilities/Objects/Portfolio_Deliverables.json,1,Active,OBJ-PORT-002,Object: 
OBJ-PORT-003,,Objects,Multi-Department,Object,LIBRARIES/Responsibilities/Objects/Portfolio_Deliverables.json,1,Active,OBJ-PORT-003,Object: 
OBJ-PORT-004,,Objects,Multi-Department,Object,LIBRARIES/Responsibilities/Objects/Portfolio_Deliverables.json,1,Active,OBJ-PORT-004,Object: 
OBJ-PUB-001,,Objects,Multi-Department,Object,LIBRARIES/Responsibilities/Objects/Publishing_Deliverables.json,1,Active,OBJ-PUB-001,Object: 
OBJ-PUB-002,,Objects,Multi-Department,Object,LIBRARIES/Responsibilities/Objects/Publishing_Deliverables.json,1,Active,OBJ-PUB-002,Object: 
OBJ-AI-011,file_store,Objects,Data / RAG Infrastructure,Object,LIBRARIES/Responsibilities/Objects/RAG_Objects.json,1,Active,OBJ-AI-011,Object: file_store
OBJ-AI-012,embedding,Objects,Data / ML Objects,Object,LIBRARIES/Responsibilities/Objects/RAG_Objects.json,1,Active,OBJ-AI-012,Object: embedding
OBJ-AI-013,chunk,Objects,Data / Document Processing,Object,LIBRARIES/Responsibilities/Objects/RAG_Objects.json,1,Active,OBJ-AI-013,Object: chunk
OBJ-AI-014,citation,Objects,Data / Documentation,Object,LIBRARIES/Responsibilities/Objects/RAG_Objects.json,1,Active,OBJ-AI-014,Object: citation
OBJ-AI-015,indexed_data,Objects,Data / Search Infrastructure,Object,LIBRARIES/Responsibilities/Objects/RAG_Objects.json,1,Active,OBJ-AI-015,Object: indexed_data
OBJ-AI-016,vector_database,Objects,Infrastructure / Traditional RAG,Object,LIBRARIES/Responsibilities/Objects/RAG_Objects.json,1,Active,OBJ-AI-016,Object: vector_database
OBJ-REC-001,,Objects,Multi-Department,Object,LIBRARIES/Responsibilities/Objects/Recruitment_Objects.json,1,Active,OBJ-REC-001,Object: 
OBJ-REC-002,,Objects,Multi-Department,Object,LIBRARIES/Responsibilities/Objects/Recruitment_Objects.json,1,Active,OBJ-REC-002,Object: 
OBJ-REC-003,,Objects,Multi-Department,Object,LIBRARIES/Responsibilities/Objects/Recruitment_Objects.json,1,Active,OBJ-REC-003,Object: 
OBJ-REC-004,,Objects,Multi-Department,Object,LIBRARIES/Responsibilities/Objects/Recruitment_Objects.json,1,Active,OBJ-REC-004,Object: 
OBJ-REC-005,,Objects,Multi-Department,Object,LIBRARIES/Responsibilities/Objects/Recruitment_Objects.json,1,Active,OBJ-REC-005,Object: 
OBJ-REC-006,,Objects,Multi-Department,Object,LIBRARIES/Responsibilities/Objects/Recruitment_Objects.json,1,Active,OBJ-REC-006,Object: 
OBJ-REC-007,,Objects,Multi-Department,Object,LIBRARIES/Responsibilities/Objects/Recruitment_Objects.json,1,Active,OBJ-REC-007,Object: 
OBJ-REC-008,,Objects,Multi-Department,Object,LIBRARIES/Responsibilities/Objects/Recruitment_Objects.json,1,Active,OBJ-REC-008,Object: 
OBJ-SMM-001,,Objects,Multi-Department,Object,LIBRARIES/Responsibilities/Objects/Social_Media_Deliverables.json,1,Active,OBJ-SMM-001,Object: 
OBJ-SMM-002,,Objects,Multi-Department,Object,LIBRARIES/Responsibilities/Objects/Social_Media_Deliverables.json,1,Active,OBJ-SMM-002,Object: 
